486,Python,广州,广州·越秀区·环市东,华为,15-30K·14薪,30,15,22.5
490,策略引擎研发工程师 - 直播,广州,广州·天河区·珠江新城,字节跳动,35-60K·15薪,60,35,47.5
500,资深后台开发工程师,广州,广州·天河区·猎德,字节跳动,30-60K·15薪,60,30,45.0
508,服务端高级研发工程师-营销中台,广州,广州·天河区·珠江新城,字节跳动,25-50K·15薪,50,25,37.5
524,服务端高级研发工程师-营销中台,广州,广州·天河区·珠江新城,字节跳动,25-50K·15薪,50,25,37.5
531,Python开发-异地招聘（东莞/南京/西安）,广州,广州·天河区·天河北,华为,15-30K,30,15,22.5
532,python,广州,广州·天河区·天河公园,华为,20-40K·14薪,40,20,30.0
549,Python,广州,广州·越秀区·环市东,华为,15-25K·14薪,25,15,20.0
550,【东莞】【OD】python开发,广州,广州·越秀区·区庄,华为,15-30K,30,15,22.5
601,后端研发工程师,广州,广州·天河区·猎德,字节跳动,25-50K·15薪,50,25,37.5
606,通用软件开发,广州,广州·天河区·天河公园,华为,20-40K,40,20,30.0
631,后端开发高级工程师,广州,广州·天河区·猎德,字节跳动,20-40K·15薪,40,20,30.0
638,【华为OD】Python开发工程师,广州,广州·天河区·体育中心,华为,15-30K·14薪,30,15,22.5
652,Python高级开发工程师,广州,广州·越秀区·区庄,华为,12-24K·14薪,24,12,18.0
655,python开发工程师,广州,广州·天河区·员村,华为,15-30K,30,15,22.5
774,账户安全基础架构工程师,深圳,深圳·南山区·南山中心,字节跳动,25-50K·15薪,50,25,37.5
793,Python/Go开发工程师,深圳,深圳·南山区·科技园,腾讯,25-40K·16薪,40,25,32.5
799,Python,深圳,深圳·龙岗区·坂田,华为,15-25K·14薪,25,15,20.0
800,服务端研发工程师,深圳,深圳·南山区·科技园,腾讯,30-60K·16薪,60,30,45.0
802,AI平台研发工程师(深圳),深圳,深圳·南山区·科技园,百度,20-40K·15薪,40,20,30.0
803,python开发工程师,深圳,深圳·龙岗区·坂田,华为,20-40K·15薪,40,20,30.0
814,Python高级工程师,深圳,深圳,腾讯,20-40K·16薪,40,20,30.0
824,Python开发工程师（OD岗位）,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
844,后端开发工程师,深圳,深圳·南山区·南油,字节跳动,30-50K·15薪,50,30,40.0
855,Python开发工程师（Python/Go）,深圳,深圳·龙岗区·坂田,华为,20-40K·16薪,40,20,30.0
857,Python开发工程师【LI20200626】,深圳,深圳·龙岗区·坂田,华为,20-40K,40,20,30.0
862,后台开发工程师,深圳,深圳·南山区·科技园,腾讯,12-24K·14薪,24,12,18.0
866,python开发工程师,深圳,深圳·龙岗区·坂田,华为,12-24K,24,12,18.0
876,运营开发工程师,深圳,深圳·南山区·科技园,腾讯,18-35K,35,18,26.5
877,后台开发工程师/资深工程师,深圳,深圳·南山区·南山中心,字节跳动,25-50K·15薪,50,25,37.5
884,Python开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
886,Python,深圳,深圳·龙华区·民治,华为,15-30K·16薪,30,15,22.5
890,web后台开发工程师,深圳,深圳·南山区·科技园,腾讯,13-25K·16薪,25,13,19.0
896,腾讯游戏智能运维平台开发工程师,深圳,深圳·南山区·科技园,腾讯,30-35K·16薪,35,30,32.5
897,Python后端工程师,深圳,深圳·南山区·南油,字节跳动,15-30K,30,15,22.5
902,Python开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
904,软件测试工程师,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
907,腾讯游戏-Python后台开发工程师,深圳,深圳,腾讯,20-40K·16薪,40,20,30.0
914,服务端开发工程师,深圳,深圳·南山区·科技园,字节跳动,25-45K,45,25,35.0
918,软件测试开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
920,Python开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
923,高级运营开发工程师—Web端,深圳,深圳·南山区·科技园,腾讯,25-50K·15薪,50,25,37.5
929,Python后端高级开发工程师 — 抖音,深圳,深圳,字节跳动,25-50K·15薪,50,25,37.5
932,Python爬虫工程师,深圳,深圳·龙岗区·华为坂田基地,华为,15-30K·14薪,30,15,22.5
934,软件开发工程师java/python【LIOD】,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
936,高级运营开发工程师,深圳,深圳·南山区·科技园,腾讯,25-50K·16薪,50,25,37.5
943,Python,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
945,SRE工具链开发工程师,深圳,深圳·南山区·科技园,腾讯,30-40K·14薪,40,30,35.0
