 CCF中学生计算机程序设计-基础篇 浅显的描述揭示深刻的内涵，信息学国际教练，教你如何编程！CCF中学生计算机程序设计教材，noip竞赛参考书，中学生计算机编程经典教材，小学、初、高中计算机程序设计爱好者
 计算机视觉技术 
 CCF中学生计算机程序设计提高篇 
" 全国计算机等级考试一本通 二级MS Office高级应用与设计 未来教育全国计算机等级考试二级MS office,上机题库+模拟考场一本通，20套历年真题解析+智能考试系统，模拟真实考试环境，额外赠送素材文件+PPT课件。"
 计算机组装与维护标准教程（2018-2020版） 从基层入手，步步深入，以专业组装和维护师的视角，为电脑硬件新手量身定做，享受不一般的计算机组装与维护技巧的卓越旅程。
 计算机简史 第三版 计算机通史扛鼎之作，总览计算机和信息技术发展历史，影响一代人，助力攀登科技浪潮之巅的行动指南，Zoom创始人袁征、东南大学教授王桥推荐
 全国计算机等级考试一本通 一级计算机基础及MS Office应用 2023年新版计算机等级考试一级计算机基础及MS Office应用，模拟考场+上机题库一本速通，考点讲解+真题解析+模拟考场+试题搜索功能，附赠素材文件及PPT课件。
 计算机网络 
 计算机与人脑（中小学生阅读指导目录·高中） 汇集一代大师冯·诺依曼的毕生心血为青少年量身打造的经典科普读本1967年诺贝尔物理学奖获得者汉斯·贝瑟倾情推荐
 计算机组成原理（国家精品课程配套教材系列） 
 全国计算机等级考试教程 二级Python语言程序设计 2021版教材，跟据新版考试大纲编写，配套模拟软件真考试题+真考环境，视频讲解+PPT课件+例题素材+课后习题答案与解析，涵盖考试大纲知识点，赠上机考试题库。
 计算机基础与应用实践教程（普通高等教育通识类课程教材） 
 计算机网络基础 
 计算机视觉技术：事件相机原理与应用 入门自学，打好基础。计算机视觉必学的多种类型卷积操作、LTSM/SNN/GAN等，例题习题配套
 计算机代数 
 计算机视觉中的深度学习 
 CCF中学生计算机程序设计套装（共2册） 浅显的描述揭示深刻的内涵，信息学国际教练，教你如何编程！CCF中学生计算机程序设计教材，noip竞赛参考书，中学生计算机编程经典教材，小学、初、高中计算机程序设计爱好者
 计算机数学基础（第6版） 德国计算机科学的经典数学基础教材。
 深度学习计算机视觉 计算机如何“理解”它所“看到”的东西?本书试图将深度学习应用于计算机视觉以回答该问题。随书赠送源代码和附录，获取地址见书封底二维码。
 计算机辅助设计/高等院校风景园林专业规划教材 
 计算机测绘程序设计 
 计算机网络原理与实践（第2版） 
 计算机应用基础 
 计算机专业英语（高职 杨文元） 
 计算机文化基础上机实训及案例 
 计算机文化（缑水平）（含光盘） 
 计算机科学概论 第13版 英文版 计算机科学的全景式展现，经典的导论性教材的新版本，全面把握新技术发展趋势，基于Python代码示例，哈佛、麻省理工、普林斯顿等都在采用的经典教材
 计算机公共基础与MS Office 2016高级应用 普通高等教育公共基础课系列教材·计算机类
 计算机图形学(第二版) 
 计算机应用基础（第2版） 计算机应用能力体系培养系列教材；全国高等学校（安徽考区）计算机水平考试配套教材；安徽省高等学校“十三五”省级规划教材；工程应用型院校计算机系列教材
 计算机网络技术基础与应用 
 计算机公共基础与MS Office高级应用 
 计算机应用基础实验指导与习题集（第四版） 
 计算机辅助工程造价（张向荣） 
 计算机测试与控制技术 
 计算机网络技术（服务器配置） 
 计算机维护与管理实例教程 
 计算机应用基础 
 计算机网络综合实验教程——协议分析与应用（精编版） 
 计算机网络（第6版）同步辅导及习题全解（高校经典教材同步辅导丛书） 
 计算机组成原理（第二版） 
 计算机应用基础 
 计算机网络基础 
 计算机常用工具软件入门与应用（第2版）（微课版） 汇聚作者20多年的技术精华，原版畅销书全新升级！一线实操案例、图文详解，实战名师手把手教学。
 计算机文化基础 
 计算机图形学（第四版） 
 计算机科学基础 翻译自国外经典计算机科学基础教材，可作为大学通识课教材或计算机导论课教材。
 计算机组装、维护、维修全能一本通 电脑组装与维修入门教程，以当前软硬件型号为主流，系统的计算机组装维护知识，丰富的实践经验分享，支持微课学习，附赠讲解视频、教学PPT及教案大纲等学习资源。
 DK图解计算机科学 儿童STEM创新思维培养 本书用图画方式深入计算机“内部”，帮助孩子掌握计算机的基本工作原理，学会用计算机解决生活中的小问题、小麻烦。
 OpenCV计算机视觉项目实战（Python版） 图像修复、人脸识别、车牌识别…全彩讲解生动案例，深入剖析函数原理
 3D计算机图形学基础 
 计算机常用词通用手语 聋校、聋人职业技术学校、特殊教育学校和计算机专业教师的教材和工具书。
 大学计算机实践（Windows10+Office2016） 
 大学计算机基础（第二版） 
 像计算机科学家一样思考Python 第2版 学会 像计算机科学家一样思考 轻松学Python
 计算机网络 
 计算机绘图——AutoCAD+Autodesk Inventor（普通高等教育“十三五”规划教材） 
 计算机网络 普通高等教育计算机系列规划教材;
book_name
 计算机应用基础(宋贤钧) 
 计算机文化教程_Windows7+Office2010 
 计算机应用基础实训指导及习题集(第二版) 
 计算机应用基础（第二版） 
 计算机应用基础项目化教程 
 计算机组装与维护实用教程（第三版） 
 计算机办公应用实训教程 
 计算机基础项目式教程（Windows10+Office2013） 
 计算机应用基础实验指导（第二版） 
 计算机应用基础（机械类） 
 计算机组装与维护实用教程（计算机基础与实训教材系列） 
 计算机应用基础实用教程（Windows7+office2010） 
 计算机技术素养 
 计算机网络与商务网站技术（21世纪电子商务与现代物流管理系列教材） 
 计算机网络（internet）（高等院校“十二五”规划教材.数字媒体技术） 
 计算机应用基础(Windows7+Office2007) 
 VIP-计算机组装与维护基础教程与实验指导（从基础到应用）（配光盘）（清华电脑学堂） 
 计算机网络实验指导（普通高等教育“十三五”规划教材（软件工程专业）） 
 计算机应用基础 
 计算机组成原理（21世纪高等院校规划教材） 
 计算机应用基础（第2版） 安徽省高等学校“十三五”省级规划教材；高等学校规划教材计算机系列
 计算机网络综合实验教程——协议分析与应用 
 计算机导论 (第四版)(21世纪高等院校计算机系列规划教材) 
 计算机应用基础 
 计算机辅助绘图AutoCAD2008实例教程(附光盘21世纪全国高等教育应用型精品课规划教材) 
 计算机图形学（第二版）（21世纪高等院校规划教材） 
 计算机基础上机实验与习题——21世纪高等学校系列计算机规划教材 
 计算机基础与应用案例教程（第2版） 
 计算机网络基础与Internet应用（第三版） 
 计算机应用基础 
 计算机应用基础实验指导 （第二版） 
 计算机网络实用技术 (第二版)(21世纪高等院校规划教材) 
 计算机辅助设计·普通高等院校城乡规划专业系列规划教材 
 计算机程序设计案例教程 
 计算机应用基础——案例分析与实训教程(第二版) 
 计算机应用基础 
 计算机应用基础实训指导 
 计算机构型设计用绘图实验教程 
 计算机应用基础实验指导与习题集（第三版） 
 计算机基础与应用 
 计算机网络技术(第二版) 
 计算机网络基础与Internet应用（第四版） 
 计算机应用基础项目实训教程 
 计算机应用基础 
 计算机常用工具软件教程 (21世纪高等院校创新精品规划教材) 
 计算机应用基础上机实验（win7+office2010）第2版 
 计算机应用基础(农林类) 
 计算机应用基础实用教程(第二版) 
 计算机组装与维护 
 计算机组装与维护 
 计算机应用基础实验指导与习题集(第二版) 
 计算机网络原理与技术（第3版） 
 计算机应用基础（Windows 7+Office 2010）(赵帮华) 
 计算机网络安全技术（第三版） 
 计算机网络技术及应用 (第二版)(21世纪高等院校规划教材) 
 计算机网络与Internet应用 
 计算机网络基础教程（技能型人才培养特色名校建设规划教材） 
 计算机应用基础及案例精选 
 计算机应用基础 “互联网+”继续教育规划教材
 计算机应用技术与实践——能力训练教程 
book_name
 计算机文化基础项目实践教程（Windows7+Office2010版） 
 计算机操作与应用基础教程 
 计算机应用案例教程 
 计算机应用基础实验实训及考试指导（第2版） 计算机应用能力体系培养系列教材；全国高等学校（安徽考区）计算机水平考试配套教材；安徽省高等学校“十三五”省级规划教材；工程应用型院校计算机系列教材
 计算机辅助设计与绘图(AutoCAD 2011版) (21世纪高等院校计算机系列规划教材) 
 计算机应用基础（设计类） 
 计算机网络（华为配置版） 
 计算机网络 普通高等教育十二五规划教材 
 计算机组装与维修技术 
 计算机基础与应用（第三版）（普通高等教育“十三五”规划教材） 
 计算机网络基础教程 (21世纪高等院校规划教材) 
 计算机应用基础 
 计算机应用基础 
 计算机应用基础 
 计算机应用基础 
 计算机网络及应用 
 计算机应用基础（第三版） 
 计算机网络实用教程 
 计算机网络实验教程 计算机网络 信息网络综合实验平台 网络技术实验实训系列教材 计算机专业网络实验教科书
 计算机基础与应用实验指导（第三版）（普通高等教育“十三五”规划教材） 
 计算机应用基础(第二版) 
 计算机程序设计基础—C＃实用版 计算机程序设计基础—C＃实用版
 计算机科学导论（21世纪高等学校精品规划教材） 
 计算机辅助设计与绘图实用教程(AutoCAD 2012版)学习指导与实践 (21世纪高等学校精品规划教材) 
 计算机应用技术(语码转换式双语教学系列教材) 
 计算机基础复习指导 
 计算机文化（普通高等教育“十三五”规划教材） 
 计算机网络操作系统（第二版）——Windows Server 2008管理与配置（21世纪高等院校规划教材） 
 计算机应用基础实验指导（第二版） 
 计算机网络实验教程 
 计算机应用基础及实训 
 计算机应用基础案例教程 
 计算机应用基础实践教程（普通高等教育“十三五”规划教材） 
 计算机应用技能任务教程（全国高职高专“十三五”规划教材） 
 计算机测色配色应用技术（第二版） 计算机应用-色度学-高等职业教育-教材
 计算机网络工程实践教程(基于锐捷路由器与交换机) 
 计算机应用基础（电气类） 
 计算机辅助艺术设计(Photoshop_CS6篇) 
 计算机应用基础 
 计算机应用基础（第三版） 
 计算机应用基础（第三版） 
 计算机网络安全 
 计算机程序设计基础 
 计算机公共基础与MS Office高级应用习题及实验指导 
 计算机应用基础项目驱动式教程（Windows 10+Office 2016） 
 计算机应用基础教程(windows7+office2010)-基于工作过程(第二版) 
 计算机应用基础 
 计算机应用能力考试专用教程Excel 2003中文电子表格(1CD) 
 计算机组装·维护与故障排除基础教程（第3版）（微课版） 源自百万读者的选择，汇聚作者20多年的技术精华，原版畅销书全新升级！“图书+微视频课堂+全程学习指导”，为您奉献一套完美学习方案！
 微型计算机基本原理与接口技术(第三版) 普通高等教育电气信息类应用型规划教材;
 3D计算机视觉：原理、算法及应用 
 计算机在材料与化工中的应用 
 计算机科学的足迹（改变世界的科学丛书） 荣获第六届中华优秀出版物奖
 计算机软件著作权保护制度研究 光明社科文库·法律与社会书系
 计算机世界大冒险：泰拉与七贤者 少儿科普绘本，
 计算机网络组建与管理标准教程(实战微课版) 双色印刷，图示清晰。配19节、40分钟视频课程。有专业答疑群为读者答疑解惑
 微型计算机原理与汇编语言程序设计(第二版) 
 全国计算机等级考试教程 一级计算机基础及MS Office应用 根据新版考试大纲编写，无纸化考试题库+模拟考场，通俗易懂，适合零基础考生，含15套历年考试真题，配套PPT课件+例题源文件+课后习题答案与解析。
 全国计算机等级考试教程 二级C语言程序设计 根据考试大纲编写 二级C语言程序设计 全国计算机等级考试参考书 无纸化考试专用
 计算机应用技术基础案例教程（高等职业教育通识类课程教材） 
book_name
 全国计算机等级考试新版无纸化上机考试题库及临考冲刺摸拟实战一本通关. 
 计算机地图制图（第二版） 
 计算机科学精粹 计算机科学导论精粹版 摒弃传统计算机科学教材的枯燥方式 将抽象理论具体化、复杂问题简单化 传授实现高效程序设计重要的基础知识
 大学计算机基础实践教程（Windows 7+Office 2010）（普通高等教育“十三五”规划教材） 
 微型计算机原理及接口技术（包含实训教程共两册）（第四版） 
 量子计算机简史 下一个诺贝尔物理学奖也许就是它！首创者从零解说科技树*技术，“快1亿倍”的量子霸权将如何改变我们的生活。
 计算机视觉实践 兼具基础理论与编程实战，涵盖大量百度飞桨平台中的真实产业案例。
 计算机视觉图像与视频数据标注 涵盖丰富的数据标注项目案例以及数据标注理论知识，图文并茂，依托旷视科技Data++的先进操作平台系统，随书附带相应平台练习题库，供读者亲自实操。
 大学计算机基础案例教程（普通高等教育“十二五”规划教材） 
 大学计算机基础（第二版） 
 计算机应用基础（Windows7+Office2010） 
 计算机网络实验与学习指导——基于Cisco Packet Tracer模拟器（第2版） 
 计算机类专业大学生科技竞赛指南 
 计算机辅助普通话水平测试应试手册 
 新思路2017年9月全国计算机等级考试上机考试新版题库：二级C语言程序设计（Window7新大纲) 
 计算机视觉——基于Python、Keras和TensorFlow的深度学习方法 视觉大数据分析技术及其工程应用图书，详细讲解视觉大数据实践案例，从算法到编程，边学原理边实践
 计算机常用工具软件基础教程（第2版）（微课版） 源自百万读者的选择，汇聚作者20多年的技术精华，原版畅销书全新升级！“图书+微视频课堂+全程学习指导”，为您奉献一套完美学习方案！
 导弹计算机智能控制系统 
 计算机网络基础与应用（学习指南） 
 大学计算机基础 普通高等教育公共基础课系列教材·计算机类
 大学计算机基础——计算与信息素养 
 计算机组成原理 
 计算机网络基础与应用（实验指南） 
 全国计算机等级考试教程 二级公共基础知识 计算机二级公共基础知识等考教材，配有立体化教学资源，PPT课件+视频课堂+答案解析，严格遵循考试大纲深入研究历年真题，扫码进入微课堂随时随地学习。
 医学计算机基础教程 
 全国计算机等级考试 考点详解与全真考场 一级计算机基础及MS Office应用 提供科学备考路径，结合模拟考试系统，助考生快速通关等级考试
 大学计算机基础案例教程 
 大学计算机基础（普通高等教育“十三五”规划教材） 
 计算机图形学及数字化快速成型 一本计算机图形学与数字化快速成型完美结合的科技书
 计算机组成与体系结构（第2版） 工程应用型院校计算机系列教材 ，安徽省高等学校“十三五”省级规划教材
 计算机取证与司法鉴定（“十二五”职业教育国家规划教材（经全国职业教育教材审定委员会审定） 高等职业教育精品示范教材（信息 
 计算机应用基础（Windows 7+Office 2010）上机指导 
 计算机操作系统实用教程 
 计算机信息管理 
 计算机专业英语（第二版）（普通高等教育“十三五”规划教材（计算机专业群）） 
 计算机考研专业课——数据结构一本通（考点详解+习题全解) 以408统考体系为主线，结合热门院校的自主命题，全面覆盖高频考点，重点突出，层次分明
 计算机组网及Wireshark实验教程 
 计算机组装与维护标准教程（2015-2018版）（配光盘）（清华电脑学堂） 
 计算机是怎么工作的（星星草人工智能科普绘本） 人工智能，一个全新时代
 计算机网络基础 
 计算机专业大学生之路；四年让你变得优秀 
 计算机视觉中的颜色感知 本书融合了计算机视觉、信号处理、人工智能和认知科学等学科的相关技术，其内容是近几年的热门。
 微型计算机系统原理及应用：国产龙芯处理器的软件和硬件集成（实训篇） 
 计算机应用与数据分析+人工智能 
 计算机网络基础与实训（第三版）（微课版） 
 计算机信息技术应用教程(高等职业教育“十三五”规划教材) 
 计算机网络实验指导书 
 计算机组成原理 
 大学计算机应用基础实验操作与解题指南(Office2007版) 
 微型计算机原理与接口技术实验及习题指导(全国应用型高等院校“十二五”规划教材) 
 大学计算机基础实训教程 
 大学计算机基础（第三版）——基于Windows 7和Office 2010环境（普通高等教育“十二五”规划教材） 
 大学计算机信息素养基础（普通高等教育“十三五”规划教材） 
 新编计算机应用基础 
 大学计算机（第二版）(普通高等院校“十二五”规划教材) 
 园林计算机辅助设计(于承鹤)（第二版） 
 大学计算机基础教程（Windows7+Office2010版） 
 新编计算机操作与应用基础教程 
 大学计算机基础（普通高等教育“十三五”规划教材） 
 大学计算机基础实训教程（Windows 7+Office 2010版）（21世纪高等院校规划教材） 
book_name
 大学计算机基础（Windows7+Office2010） 中国科学院教材建设专家委员会十二五规划教材_普通高度教育十二五 
 大学计算机基础实训教程 
 大学计算机基础实践教程（普通高等教育“十二五”规划教材） 
 大学计算机基础实验教程 
 大学计算机基础 
 大学计算机基础 
 微型计算机原理及应用 
 全国计算机等级考试考点分析全真模拟二级VisualBasic语言程序设计（附光盘） 
 大学计算机基础实验指导 (普通高等教育“十二五”规划教材) 
 大学计算机基础与实训教程 
 大学计算机基础 
 大学计算机基础教程 
 大学计算机实验 
 大学计算机基础—Windows7+Office2010 
 《计算机应用基础》（财会类） 
 大学计算机基础与计算思维实验指导 大学计算机基础与计算思维实验指导
 大学计算机基础实训教程 
 大学计算机基础学习指导与上机实践 中国科学院教材建设专家委员会十二五规划教材、普通高度教育十二五重点规划教材 
 园林计算机辅助设计之 3ds Max 
 大学计算机基础实训教程_Windows7+Office2010 
 大学计算机应用基础（第二版）（普通高等教育“十三五”规划教材） 
 大学计算机基础（Windows 7+Office 2010）(普通高等教育“十二五”规划教材) 
 大学计算机基础 
 大学计算机基础与计算思维 
 大学计算机基础实验指导——全国计算机等级考试二级MS Office高级应用实验指导 
 大学计算机基础实验教程（Windows 7+Office 2010版）（普通高等教育“十二五”规划教材） 
 大学计算机基础实验指导与测试题集（普通高等教育“十三五”规划教材） 
 大学计算机基础教程（第二版）（普通高等教育通识类课程新形态教材） 
 大学计算机基础 
 大学计算机基础上机实践教程（第三版）——基于Windows 7和Office 2010环境（普通高等教育“十二五”规划教 
 大学计算机基础教程（第三版）（Windows 7+Office 2010）（普通高等教育“十二五”规划教材） 
 大学计算机基础实践与应试指南 
 大学计算机基础 
 大学计算机基础(Office_2007版) 
 大学计算机基础教程（应用技术型高等教育“十二五”规划教材） 
 大学计算机基础实训教程 
 微型计算机原理及接口技术（包含实训教程共两册）（第三版） 
 大学计算机基础 
 大学计算机基础（普通高等教育“十二五”规划教材） 
 大学计算机基础 
 大学计算机基础实验指导（普通高等教育“十二五”规划教材） 
 大学计算机实训教程（Windows7+Office2010版） 
 UG计算机辅助设计 
 大学计算机基础上机实践教程（第四版）（普通高等教育“十三五”规划教材） 
 大学计算机基础实验教程 
 大学计算机基础—Windows7+Office2007 
 大学计算机基础教程 
 大学计算机基础(第二版) 
 大学计算机基础 
 大学计算机基础教程（第二版） 
 大学计算机基础实训教程 
 大学计算机基础——上机实验·实例·测试(第三版) 
 大学计算机基础 
 大学计算机基础上机指导与习题 (第二版)(21世纪高等院校规划教材) 
 大学计算机基础实践 
 大学计算机基础 
 2015全国计算机等级考试新版无纸化上机考试题库.二级ACCESS数据库 
 大学计算机基础习题与实验指导 
 大学计算机基础(第2版) 
 大学计算机基础实训教程 
book_name
 大学计算机基础教程 
 大学计算机应用教程 (第二版)(21世纪高等院校规划教材) 
 大学计算机信息素养基础实验指导（普通高等教育“十三五”规划教材） 
 大学计算机基础实验指导 
 大学计算机基础教程(第二版) 
 大学计算机基础(第三版) 
 大学计算机基础案例教程 
 大学计算机基础教程 
 微型计算机原理与接口技术 (全国应用型高等院校“十二五”规划教材) 
 大学计算机基础实验指导 
 大学计算机基础 
 大学计算机基础上机指导与典型题解(夏涛) 
 大学计算机基础实验教程 (21世纪高等院校创新精品规划教材) 
 医学计算机实验指导及习题解答 
 微型计算机原理与接口技术（第二版）（普通高等应用型院校“十二五”规划教材） 
 大学计算机基础教程 
 大学计算机基础实训教程 
 大学计算机基础实训指导(第2版)(CD) 
 大学计算机基础上机实践教程（第五版）（普通高等教育“十三五”规划教材（计算机专业群）） 
 大学计算机基础及实训教程——Windows 7+Office 2010 
 大学计算机基础实验教程（第二版） 
 大学计算机基础案例教程 
 大学计算机基础（Windows7+office2010） 
 大学计算机基础实验教程 
 2013全国计算机等级考试 南开题库——二级Visual Basic语言程序设计 
 大学计算机基础实践教程Windows_XP_Office_2003平台 
 大学计算机基础 
 大学计算机应用基础教程实验指导 
 全国计算机等级考试系列辅导用书全国计算机等级考试新版无纸化上机考试临考冲刺模拟实战——二级Access数据库（2013年 
 大学计算机基础上机实践教程（第二版）(普通高等教育“十二五”规划教材) 
 大学计算机基础——面向计算思维（普通高等教育“十二五”规划教材） 
 大学计算机基础 
 大学计算机基础实践（第二版） 
 微型计算机原理与接口技术学习与实验指导（第二版）（21世纪高等院校规划教材） 
 大学计算机基础实践教程 
 大学计算机基础实验指导与习题集 
 大学计算机基础(第二版) 
 大学计算机基础实践指导与习题集 
 实用计算机基础(全国高等学校非计算机专业计算机基础教程) 
 大学计算机基础实践指导与习题 
 大学计算机基础 
 大学计算机基础教程 
 医用计算机基础（第二版） 
 大学计算机基础实验指导与习题 (第二版)(21世纪高等院校规划教材) 
 大学计算机基础教程（Windows 7+Office 2010）（普通高等教育“十二五”规划教材） 
 计算机应用基础情景化教程（Windows 7+Office 2010）（第二版）（全国高职高专“十三五”规划教材） 
 2D 计算机视觉：原理、算法及应用 
 像计算机科学家一样思考Java（第二版） 本书不是一本只讲代码的书，它尤其重视解决问题的思路，而且会深入讲述计算机科学领域的一些基本概念，让初学者能够逐渐学会像计算机科学家一样思考问题。
 大学计算机基础（第二版） 
 土木工程计算机辅助设计（AutoCAD中文版）·第2版 
 爱上编程：给孩子的计算机入门书 IT老爸写给“网络原住民”的“居民手册” 专为孩子编写的零基础计算机入门书 计算机结构、类别、运行原理、编程语言、人工智能、计算机发展史 从六大层面，全面了解计算机
 计算机文化基础实训指导 
 计算机数学基础——21世纪高职高专新概念教材 
 计算机应用基础上机实习指导（Windows 7+Office 2010版）（全国高职高专“十三五”规划教材） 
 计算机网络安全技术 
 计算机应用基础（第2版） 
 计算机应用基础 
 计算机网络技术与应用 
 计算机基础教程 
 计算机应用基础 
book_name
 计算机网络操作系统实用教程 
 计算机应用基础（Windows 7+Office 2010版）（全国高职高专“十三五”规划教材） 
 计算机应用基础 
 计算机科学与教育技术应用研究：SCEG2015研讨会论文集 
 计算机组装与维护 
 计算机应用基础实训指导与习题集 
 计算机组装与维护实训教程（刘河主编） 
 计算机组装与维护 
 计算机应用基础实训教程 
 计算机网络实验教程 
 计算机基础实用教程（上、下册） 
 计算机应用基础 
 计算机程序设计基础—C＃实用版 
 计算机应用技术（办公软件）实验指导书 
 计算机组装与维护 
